日期,指数名称,成分券代码,成分券名称
2020-03-06,材料等权,600010,包钢股份
2020-03-06,材料等权,600019,宝钢股份
2020-03-06,材料等权,600022,山东钢铁
2020-03-06,材料等权,600111,北方稀土
2020-03-06,材料等权,600126,杭钢股份
2020-03-06,材料等权,600160,巨化股份
2020-03-06,材料等权,600176,中国巨石
2020-03-06,材料等权,600219,南山铝业
2020-03-06,材料等权,600273,嘉化能源
2020-03-06,材料等权,600277,亿利洁能
2020-03-06,材料等权,600282,南钢股份
2020-03-06,材料等权,600309,万华化学
2020-03-06,材料等权,600338,西藏珠峰
2020-03-06,材料等权,600346,恒力石化
2020-03-06,材料等权,600352,浙江龙盛
2020-03-06,材料等权,600362,江西铜业
2020-03-06,材料等权,600392,盛和资源
2020-03-06,材料等权,600426,华鲁恒升
2020-03-06,材料等权,600486,扬农化工
2020-03-06,材料等权,600489,中金黄金
2020-03-06,材料等权,600497,驰宏锌锗
2020-03-06,材料等权,600500,中化国际
2020-03-06,材料等权,600507,方大特钢
2020-03-06,材料等权,600516,方大炭素
2020-03-06,材料等权,600547,山东黄金
2020-03-06,材料等权,600549,厦门钨业
2020-03-06,材料等权,600567,山鹰纸业
2020-03-06,材料等权,600585,海螺水泥
2020-03-06,材料等权,600673,东阳光
2020-03-06,材料等权,600782,新钢股份
2020-03-06,材料等权,600801,华新水泥
2020-03-06,材料等权,600808,马钢股份
2020-03-06,材料等权,600989,宝丰能源
2020-03-06,材料等权,601003,柳钢股份
2020-03-06,材料等权,601005,重庆钢铁
2020-03-06,材料等权,601118,海南橡胶
2020-03-06,材料等权,601168,西部矿业
2020-03-06,材料等权,601212,白银有色
2020-03-06,材料等权,601216,君正集团
2020-03-06,材料等权,601233,桐昆股份
2020-03-06,材料等权,601600,中国铝业
2020-03-06,材料等权,601899,紫金矿业
2020-03-06,材料等权,601958,金钼股份
2020-03-06,材料等权,601992,金隅集团
2020-03-06,材料等权,603077,和邦生物
2020-03-06,材料等权,603225,新凤鸣
2020-03-06,材料等权,603260,合盛硅业
2020-03-06,材料等权,603379,三美股份
2020-03-06,材料等权,603799,华友钴业
2020-03-06,材料等权,603993,洛阳钼业
