日期,指数名称,成分券代码,成分券名称
2020-03-06,180分层,600000,浦发银行
2020-03-06,180分层,600004,白云机场
2020-03-06,180分层,600009,上海机场
2020-03-06,180分层,600010,包钢股份
2020-03-06,180分层,600011,华能国际
2020-03-06,180分层,600015,华夏银行
2020-03-06,180分层,600016,民生银行
2020-03-06,180分层,600018,上港集团
2020-03-06,180分层,600019,宝钢股份
2020-03-06,180分层,600025,华能水电
2020-03-06,180分层,600028,中国石化
2020-03-06,180分层,600029,南方航空
2020-03-06,180分层,600030,中信证券
2020-03-06,180分层,600031,三一重工
2020-03-06,180分层,600036,招商银行
2020-03-06,180分层,600038,中直股份
2020-03-06,180分层,600048,保利地产
2020-03-06,180分层,600050,中国联通
2020-03-06,180分层,600061,国投资本
2020-03-06,180分层,600066,宇通客车
2020-03-06,180分层,600068,葛洲坝
2020-03-06,180分层,600085,同仁堂
2020-03-06,180分层,600089,特变电工
2020-03-06,180分层,600104,上汽集团
2020-03-06,180分层,600109,国金证券
2020-03-06,180分层,600111,北方稀土
2020-03-06,180分层,600115,东方航空
2020-03-06,180分层,600118,中国卫星
2020-03-06,180分层,600150,中国船舶
2020-03-06,180分层,600155,华创阳安
2020-03-06,180分层,600176,中国巨石
2020-03-06,180分层,600177,雅戈尔
2020-03-06,180分层,600183,生益科技
2020-03-06,180分层,600188,兖州煤业
2020-03-06,180分层,600196,复星医药
2020-03-06,180分层,600201,生物股份
2020-03-06,180分层,600208,新湖中宝
2020-03-06,180分层,600271,航天信息
2020-03-06,180分层,600276,恒瑞医药
2020-03-06,180分层,600297,广汇汽车
2020-03-06,180分层,600298,安琪酵母
2020-03-06,180分层,600309,万华化学
2020-03-06,180分层,600332,白云山
2020-03-06,180分层,600340,华夏幸福
2020-03-06,180分层,600346,恒力石化
2020-03-06,180分层,600352,浙江龙盛
2020-03-06,180分层,600362,江西铜业
2020-03-06,180分层,600383,金地集团
2020-03-06,180分层,600398,海澜之家
2020-03-06,180分层,600406,国电南瑞
2020-03-06,180分层,600426,华鲁恒升
2020-03-06,180分层,600436,片仔癀
2020-03-06,180分层,600438,通威股份
2020-03-06,180分层,600487,亨通光电
2020-03-06,180分层,600489,中金黄金
2020-03-06,180分层,600516,方大炭素
2020-03-06,180分层,600519,贵州茅台
2020-03-06,180分层,600522,中天科技
2020-03-06,180分层,600528,中铁工业
2020-03-06,180分层,600535,天士力
2020-03-06,180分层,600547,山东黄金
2020-03-06,180分层,600570,恒生电子
2020-03-06,180分层,600572,康恩贝
2020-03-06,180分层,600585,海螺水泥
2020-03-06,180分层,600588,用友网络
2020-03-06,180分层,600598,北大荒
2020-03-06,180分层,600600,青岛啤酒
2020-03-06,180分层,600604,市北高新
2020-03-06,180分层,600606,绿地控股
2020-03-06,180分层,600635,大众公用
2020-03-06,180分层,600637,东方明珠
2020-03-06,180分层,600643,爱建集团
2020-03-06,180分层,600660,福耀玻璃
2020-03-06,180分层,600690,海尔智家
2020-03-06,180分层,600699,均胜电子
2020-03-06,180分层,600703,三安光电
2020-03-06,180分层,600705,中航资本
2020-03-06,180分层,600733,北汽蓝谷
2020-03-06,180分层,600741,华域汽车
2020-03-06,180分层,600760,中航沈飞
2020-03-06,180分层,600795,国电电力
2020-03-06,180分层,600809,山西汾酒
2020-03-06,180分层,600816,安信信托
2020-03-06,180分层,600837,海通证券
2020-03-06,180分层,600848,上海临港
2020-03-06,180分层,600867,通化东宝
2020-03-06,180分层,600872,中炬高新
2020-03-06,180分层,600875,东方电气
2020-03-06,180分层,600886,国投电力
2020-03-06,180分层,600887,伊利股份
2020-03-06,180分层,600893,航发动力
2020-03-06,180分层,600895,张江高科
2020-03-06,180分层,600900,长江电力
2020-03-06,180分层,600909,华安证券
2020-03-06,180分层,600919,江苏银行
2020-03-06,180分层,600926,杭州银行
2020-03-06,180分层,600928,西安银行
2020-03-06,180分层,600958,东方证券
2020-03-06,180分层,600968,海油发展
2020-03-06,180分层,600977,中国电影
2020-03-06,180分层,600989,宝丰能源
2020-03-06,180分层,600999,招商证券
2020-03-06,180分层,601006,大秦铁路
2020-03-06,180分层,601009,南京银行
2020-03-06,180分层,601012,隆基股份
2020-03-06,180分层,601066,中信建投
2020-03-06,180分层,601088,中国神华
2020-03-06,180分层,601099,太平洋
2020-03-06,180分层,601108,财通证券
2020-03-06,180分层,601111,中国国航
2020-03-06,180分层,601138,工业富联
2020-03-06,180分层,601155,新城控股
2020-03-06,180分层,601162,天风证券
2020-03-06,180分层,601166,兴业银行
2020-03-06,180分层,601169,北京银行
2020-03-06,180分层,601186,中国铁建
2020-03-06,180分层,601198,东兴证券
2020-03-06,180分层,601211,国泰君安
2020-03-06,180分层,601225,陕西煤业
2020-03-06,180分层,601229,上海银行
2020-03-06,180分层,601233,桐昆股份
2020-03-06,180分层,601236,红塔证券
2020-03-06,180分层,601238,广汽集团
2020-03-06,180分层,601288,农业银行
2020-03-06,180分层,601298,青岛港
2020-03-06,180分层,601318,中国平安
2020-03-06,180分层,601319,中国人保
2020-03-06,180分层,601328,交通银行
2020-03-06,180分层,601336,新华保险
2020-03-06,180分层,601377,兴业证券
2020-03-06,180分层,601390,中国中铁
2020-03-06,180分层,601398,工商银行
2020-03-06,180分层,601555,东吴证券
2020-03-06,180分层,601577,长沙银行
2020-03-06,180分层,601598,中国外运
2020-03-06,180分层,601600,中国铝业
2020-03-06,180分层,601601,中国太保
2020-03-06,180分层,601607,上海医药
2020-03-06,180分层,601615,明阳智能
2020-03-06,180分层,601618,中国中冶
2020-03-06,180分层,601628,中国人寿
2020-03-06,180分层,601633,长城汽车
2020-03-06,180分层,601668,中国建筑
2020-03-06,180分层,601669,中国电建
2020-03-06,180分层,601688,华泰证券
2020-03-06,180分层,601698,中国卫通
2020-03-06,180分层,601727,上海电气
2020-03-06,180分层,601766,中国中车
2020-03-06,180分层,601788,光大证券
2020-03-06,180分层,601800,中国交建
2020-03-06,180分层,601818,光大银行
2020-03-06,180分层,601838,成都银行
2020-03-06,180分层,601857,中国石油
2020-03-06,180分层,601860,紫金银行
2020-03-06,180分层,601877,正泰电器
2020-03-06,180分层,601878,浙商证券
2020-03-06,180分层,601881,中国银河
2020-03-06,180分层,601888,中国国旅
2020-03-06,180分层,601899,紫金矿业
2020-03-06,180分层,601901,方正证券
2020-03-06,180分层,601933,永辉超市
2020-03-06,180分层,601939,建设银行
2020-03-06,180分层,601985,中国核电
2020-03-06,180分层,601988,中国银行
2020-03-06,180分层,601989,中国重工
2020-03-06,180分层,601990,南京证券
2020-03-06,180分层,601997,贵阳银行
2020-03-06,180分层,601998,中信银行
2020-03-06,180分层,603019,中科曙光
2020-03-06,180分层,603160,汇顶科技
2020-03-06,180分层,603259,药明康德
2020-03-06,180分层,603288,海天味业
2020-03-06,180分层,603317,天味食品
2020-03-06,180分层,603369,今世缘
2020-03-06,180分层,603589,口子窖
2020-03-06,180分层,603799,华友钴业
2020-03-06,180分层,603833,欧派家居
2020-03-06,180分层,603983,丸美股份
2020-03-06,180分层,603986,兆易创新
2020-03-06,180分层,603993,洛阳钼业
